prize_year	category	gender	age
1947	Chemistry	Male	61.2404371584699
1947	Medicine	Male	51.0136612021858
1947	Medicine	Female	51.3196721311475
1947	Medicine	Male	60.6666666666667
1947	Peace	NA	NA
1947	Peace	NA	NA
1947	Literature	Male	78.0491803278689
1948	Physics	Male	51.0602739726027
1948	Chemistry	Male	46.3342465753425
1948	Medicine	Male	49.9098360655738
1948	Literature	Male	60.2054794520548
1949	Physics	Male	42.8794520547945
1949	Chemistry	Male	54.5808219178082
1949	Medicine	Male	68.7342465753425
1949	Medicine	Male	75.0301369863014
1949	Peace	Male	69.2136986301370
1949	Literature	Male	52.2082191780822
1950	Physics	Male	47.0136986301370
1950	Chemistry	Male	74.8794520547945
1950	Chemistry	Male	48.4191780821918
1950	Medicine	Male	64.7589041095890
1950	Medicine	Male	53.3917808219178
1950	Medicine	Male	54.7808219178082
1950	Peace	Male	46.3424657534247
1950	Literature	Male	78.5643835616438
1951	Physics	Male	54.5382513661202
1951	Physics	Male	48.1775956284153
1951	Chemistry	Male	44.2267759562842
1951	Chemistry	Male	39.6420765027322
1951	Medicine	Male	52.8602739726027
1951	Peace	Male	72.4426229508197
1951	Literature	Male	60.5491803278689
1952	Physics	Male	47.1315068493151
1952	Physics	Male	40.2794520547945
1952	Chemistry	Male	42.7780821917808
1952	Chemistry	Male	38.1178082191781
1952	Medicine	Male	64.3863013698630
1952	Peace	Male	77.9043715846994
1952	Literature	Male	67.1643835616438
1953	Physics	Male	65.4027397260274
1953	Chemistry	Male	72.7178082191781
1953	Medicine	Male	53.2931506849315
1953	Medicine	Male	54.4958904109589
1953	Peace	Male	72.9424657534247
1953	Literature	Male	79.0273972602740
1954	Physics	Male	71.9972602739726
1954	Physics	Male	63.9205479452055
1954	Chemistry	Male	53.7808219178082
1954	Medicine	Male	57.8301369863014
1954	Medicine	Male	39.4876712328767
1954	Medicine	Male	38.2931506849315
1954	Peace	NA	NA
1954	Literature	Male	55.3890410958904
1955	Physics	Male	42.4125683060109
1955	Physics	Male	44.8712328767123
1955	Chemistry	Male	54.5628415300546
1955	Medicine	Male	52.4289617486339
1955	Literature	Male	53.6311475409836
1956	Physics	Male	46.8224043715847
1956	Physics	Male	48.5506849315069
1956	Physics	Male	54.8306010928962
1956	Chemistry	Male	59.5616438356164
1956	Chemistry	Male	60.6876712328767
1956	Medicine	Male	61.2109589041096
1956	Medicine	Male	52.2821917808219
1956	Medicine	Male	61.1123287671233
1956	Literature	Male	74.9617486338798
1957	Physics	Male	35.2164383561644
1957	Physics	Male	31.0438356164384
1957	Chemistry	Male	50.1890410958904
1957	Medicine	Male	50.7178082191781
1957	Peace	Male	60.6328767123288
1957	Literature	Male	44.0904109589041
1958	Physics	Male	54.3698630136986
1958	Physics	Male	63.4246575342466
1958	Chemistry	Male	40.3260273972603
1958	Medicine	Male	55.1342465753425
1958	Medicine	Male	48.9890410958904
1958	Medicine	Male	33.5506849315069
1958	Peace	Male	48.8301369863014
1958	Literature	Male	68.8301369863014
1958	Physics	Male	50.1315068493151
1959	Physics	Male	54.8547945205479
1959	Physics	Male	39.4180327868852
1959	Chemistry	Male	68.9726027397260
1959	Medicine	Male	54.2103825136612
1959	Medicine	Male	41.7704918032787
1959	Peace	Male	70.1065573770492
1959	Literature	Male	58.3060109289617
1960	Physics	Male	34.2191780821918
1960	Chemistry	Male	51.9808743169399
1960	Medicine	Male	61.2684931506849
1960	Medicine	Male	45.7814207650273
1960	Peace	Male	NA
1960	Literature	Male	73.5287671232877
1961	Physics	Male	46.8438356164384
1961	Physics	Male	32.8575342465753
1961	Chemistry	Male	50.6739726027397
1961	Medicine	Male	62.5205479452055
1961	Peace	Male	56.3671232876712
1961	Literature	Male	69.1671232876712
1962	Physics	Male	54.8821917808219
1962	Peace	Male	61.7808219178082
1962	Chemistry	Male	48.5616438356164
1962	Chemistry	Male	45.7150684931507
1962	Medicine	Male	46.5068493150685
1962	Medicine	Male	34.6794520547945
1962	Medicine	Male	45.9863013698630
1962	Literature	Male	60.7835616438356
1963	Physics	Male	61.0628415300546
1963	Physics	Female	57.4508196721311
1963	Physics	Male	56.4590163934426
1963	Chemistry	Male	65.0382513661202
1963	Chemistry	Male	60.7863013698630
1963	Medicine	Male	60.8684931506849
1963	Medicine	Male	49.8438356164384
1963	Medicine	Male	46.0491803278689
1963	Peace	NA	NA
1963	Peace	NA	NA
1963	Literature	Male	63.7431693989071
1964	Physics	Male	49.3698630136986
1964	Physics	Male	41.9890710382514
1964	Physics	Male	48.4164383561644
1964	Chemistry	Female	54.5808219178082
1964	Medicine	Male	52.8852459016393
1964	Medicine	Male	53.6794520547945
1964	Peace	Male	35.9016393442623
1964	Literature	Male	59.4712328767123
1965	Physics	Male	59.6958904109589
1965	Physics	Male	47.8246575342466
1965	Physics	Male	47.5835616438356
1965	Chemistry	Male	48.6684931506849
1965	Medicine	Male	45.4821917808219
1965	Medicine	Male	63.5917808219178
1965	Medicine	Male	55.8328767123288
1965	Peace	NA	NA
1965	Literature	Male	60.5479452054795
1966	Physics	Male	64.6054794520548
1966	Chemistry	Male	70.5095890410959
1966	Medicine	Male	87.1808219178082
1966	Medicine	Male	65.2164383561644
1966	Literature	Male	78.4000000000000
1966	Literature	Female	75.0000000000000
1967	Physics	Male	61.4398907103825
1967	Chemistry	Male	40.5874316939891
1967	Chemistry	Male	70.0846994535519
1967	Chemistry	Male	47.0109289617486
1967	Medicine	Male	67.1120218579235
1967	Medicine	Male	63.9671232876712
1967	Medicine	Male	61.0601092896175
1967	Literature	Male	68.1420765027322
1968	Physics	Male	57.4931506849315
1968	Chemistry	Male	65.0356164383562
1968	Medicine	Male	46.8661202185792
1968	Medicine	Male	46.9180327868852
1968	Medicine	Male	41.6684931506849
1968	Peace	Male	81.1808219178082
1968	Literature	Male	69.4986301369863
1969	Physics	Male	40.2356164383562
1969	Chemistry	Male	51.2547945205479
1969	Chemistry	Male	72.5671232876712
1969	Medicine	Male	63.2657534246575
1969	Medicine	Male	61.0164383561644
1969	Medicine	Male	57.3260273972603
1969	Peace	NA	NA
1969	Literature	Male	63.6602739726027
1969	Economics	Male	74.7726027397260
1969	Economics	Male	66.6630136986301
1970	Physics	Male	62.5315068493151
1970	Physics	Male	66.0493150684931
1970	Chemistry	Male	64.2602739726027
1970	Medicine	Male	59.7095890410959
1970	Medicine	Male	65.8383561643836
1970	Medicine	Male	58.5315068493151
1970	Peace	Male	56.7123287671233
1970	Literature	Male	51.9972602739726
1970	Economics	Male	55.5726027397260
1971	Physics	Male	71.5136612021858
1971	Chemistry	Male	66.9589041095890
1971	Medicine	Male	56.0573770491803
1971	Peace	Male	57.9780821917808
1971	Literature	Male	67.4125683060109
1971	Economics	Male	70.6120218579235
1972	Physics	Male	64.5506849315069
1972	Physics	Male	42.7814207650273
1972	Physics	Male	41.5287671232877
1972	Chemistry	Male	56.7095890410959
1972	Chemistry	Male	59.2657534246575
1972	Chemistry	Male	61.4602739726027
1972	Medicine	Male	43.4438356164384
1972	Medicine	Male	55.1726027397260
1972	Literature	Male	54.9699453551913
1972	Economics	Male	68.6739726027397
1972	Economics	Male	51.2986301369863
1973	Physics	Male	48.7479452054795
1973	Physics	Male	44.6821917808219
1973	Physics	Male	33.9315068493151
1973	Chemistry	Male	55.0821917808219
1973	Chemistry	Male	52.4082191780822
1973	Medicine	Male	87.0547945205479
1973	Medicine	Male	70.0904109589041
1973	Medicine	Male	66.6547945205480
1973	Peace	Male	50.5397260273973
1973	Peace	Male	62.1561643835616
1973	Literature	Male	61.5369863013699
1973	Economics	Male	67.3479452054794
1974	Physics	Male	56.2027397260274
1974	Physics	Male	50.5835616438356
1974	Chemistry	Male	64.4767123287671
1974	Medicine	Male	76.2958904109589
1974	Medicine	Male	57.1890410958904
1974	Medicine	Male	62.0575342465753
1974	Peace	Male	70.8712328767123
1974	Peace	Male	73.7068493150685
1974	Literature	Male	74.3671232876712
1974	Literature	Male	70.5972602739726
1974	Economics	Male	76.0109589041096
1974	Economics	Male	75.5917808219178
1975	Physics	Male	53.4754098360656
1975	Physics	Male	49.4207650273224
1975	Physics	Male	58.0027322404372
1975	Chemistry	Male	58.2568306010929
1975	Chemistry	Male	69.3825136612022
1975	Medicine	Male	37.7595628415301
1975	Medicine	Male	61.7972602739726
1975	Medicine	Male	41.0000000000000
1975	Peace	Male	54.5546448087432
1975	Literature	Male	79.1612021857923
1975	Economics	Male	63.8904109589041
1975	Economics	Male	65.2841530054645
1976	Physics	Male	45.7205479452055
1976	Physics	Male	40.8688524590164
1976	Chemistry	Male	57.0027397260274
1976	Medicine	Male	51.3698630136986
1976	Medicine	Male	53.2520547945205
1976	Peace	Female	33.5534246575342
1976	Peace	Female	32.8688524590164
1976	Literature	Male	61.5013698630137
1976	Economics	Male	64.3616438356164
1977	Physics	Male	53.9917808219178
1977	Physics	Male	72.1945205479452
1977	Physics	Male	78.7452054794521
1977	Chemistry	Male	60.8739726027397
1977	Medicine	Male	53.9123287671233
1977	Medicine	Male	51.0273972602740
1977	Medicine	Female	56.3945205479452
1977	Peace	NA	NA
1977	Literature	Male	79.6246575342466
1977	Economics	Male	78.6328767123288
1977	Economics	Male	70.4657534246575
1978	Physics	Male	84.4219178082192
1978	Physics	Male	45.6246575342466
1978	Physics	Male	42.9150684931507
1978	Chemistry	Male	58.1972602739726
1978	Medicine	Male	49.5205479452055
1978	Medicine	Male	50.1123287671233
1978	Medicine	Male	47.2986301369863
1978	Peace	Male	59.9589041095890
1978	Peace	Male	65.3178082191781
1978	Literature	Male	74.4082191780822
1978	Economics	Male	62.4876712328767
1979	Physics	Male	47.0136612021858
1979	Physics	Male	53.8630136986301
1979	Physics	Male	46.6038251366120
1979	Chemistry	Male	67.5519125683060
1979	Chemistry	Male	82.4836065573770
1979	Medicine	Male	55.7945205479452
1979	Medicine	Male	60.2841530054645
1979	Peace	Female	69.2896174863388
1979	Literature	Male	68.1038251366120
1979	Economics	Male	77.6120218579235
1979	Economics	Male	64.8794520547945
1980	Physics	Male	49.1972602739726
1980	Physics	Male	57.7534246575342
1980	Chemistry	Male	62.3260273972603
1980	Chemistry	Male	54.4465753424658
1980	Chemistry	Male	48.7232876712329
1980	Medicine	Male	60.1150684931507
1980	Medicine	Male	64.1424657534247
1980	Medicine	Male	76.9754098360656
1980	Peace	Male	49.0383561643836
1980	Literature	Male	69.4465753424657
1980	Economics	Male	60.2383561643836
1981	Physics	Male	61.7506849315068
1981	Physics	Male	60.6000000000000
1981	Physics	Male	63.6410958904110
1981	Chemistry	Male	63.1835616438356
1981	Chemistry	Male	44.3972602739726
1981	Medicine	Male	68.3068493150685
1981	Medicine	Male	55.7835616438356
1981	Medicine	Male	57.5205479452055
1981	Peace	NA	NA
1981	Literature	Male	76.3780821917808
1981	Economics	Male	63.7671232876712
1982	Physics	Male	46.5068493150685
1982	Chemistry	Male	56.3315068493151
1982	Medicine	Male	66.9150684931507
1982	Medicine	Male	48.5561643835616
1982	Medicine	Male	55.7013698630137
1982	Peace	Female	80.8575342465753
1982	Peace	Male	71.7260273972603
1982	Literature	Male	55.7643835616438
1982	Economics	Male	71.8958904109589
1983	Physics	Male	73.1420765027322
1983	Physics	Male	72.3360655737705
1983	Chemistry	Male	68.0273224043716
1983	Medicine	Female	81.4836065573770
1983	Peace	Male	40.1967213114754
1983	Literature	Male	72.2240437158470
1983	Economics	Male	62.4344262295082
1984	Physics	Male	50.6958904109589
1984	Physics	Male	59.0438356164384
1984	Chemistry	Male	63.4054794520548
1984	Medicine	Male	72.9644808743169
1984	Medicine	Male	38.6493150684932
1984	Medicine	Male	57.1726027397260
1984	Peace	Male	53.1753424657534
1984	Literature	Male	83.2136986301370
1984	Economics	Male	71.2794520547945
1985	Physics	Male	42.4520547945205
1985	Chemistry	Male	68.8191780821918
1985	Chemistry	Male	67.4794520547945
1985	Medicine	Male	44.6602739726027
1985	Medicine	Male	45.6465753424658
1985	Peace	NA	NA
1985	Literature	Male	72.1671232876712
1985	Economics	Male	67.4794520547945
1986	Physics	Male	79.9589041095890
1986	Physics	Male	39.3917808219178
1986	Physics	Male	53.5123287671233
1986	Chemistry	Male	54.4794520547945
1986	Chemistry	Male	50.0575342465753
1986	Chemistry	Male	57.8794520547945
1986	Medicine	Male	64.0630136986301
1986	Medicine	Female	77.6356164383562
1986	Peace	Male	58.1945205479452
1986	Literature	Male	52.4109589041096
1986	Economics	Male	67.1863013698630
1987	Physics	Male	37.5683060109290
1987	Physics	Male	60.6393442622951
1987	Chemistry	Male	68.6338797814208
1987	Chemistry	Male	48.1939890710383
1987	Chemistry	Male	83.1857923497268
1987	Medicine	Male	48.2595628415301
1987	Peace	Male	46.2404371584699
1987	Literature	Male	47.5464480874317
1987	Economics	Male	63.2978142076503
1988	Physics	Male	66.4054794520548
1988	Physics	Male	56.1041095890411
1988	Physics	Male	67.5452054794521
1988	Chemistry	Male	45.1945205479452
1988	Chemistry	Male	51.8032786885246
1988	Chemistry	Male	40.3972602739726
1988	Medicine	Male	64.4904109589041
1988	Medicine	Female	70.8797814207650
1988	Medicine	Male	83.6465753424658
1988	Peace	NA	NA
1988	Literature	Male	76.9972677595628
1988	Economics	Male	77.5287671232877
1989	Physics	Male	74.2876712328767
1989	Physics	Male	67.2520547945205
1989	Physics	Male	76.3342465753425
1989	Chemistry	Male	50.5945205479452
1989	Chemistry	Male	42.0054794520548
1989	Medicine	Male	53.7972602739726
1989	Medicine	Male	49.9780821917808
1989	Peace	Male	54.4301369863014
1989	Literature	Male	73.5835616438356
1989	Economics	Male	77.9917808219178
1990	Physics	Male	60.7041095890411
1990	Physics	Male	64.0027397260274
1990	Physics	Male	61.1041095890411
1990	Chemistry	Male	62.4136986301370
1990	Medicine	Male	71.6931506849315
1990	Medicine	Male	70.7397260273973
1990	Peace	Male	59.7753424657534
1990	Literature	Male	76.6958904109589
1990	Economics	Male	63.2958904109589
1990	Economics	Male	67.5698630136986
1990	Economics	Male	56.4849315068493
1991	Physics	Male	59.1284153005465
1991	Chemistry	Male	58.3224043715847
1991	Medicine	Male	47.7240437158470
1991	Medicine	Male	49.4945355191257
1991	Peace	Female	46.4754098360656
1991	Literature	Female	68.0546448087432
1991	Economics	Male	80.9479452054795
1992	Physics	Male	68.3589041095890
1992	Chemistry	Male	69.3890410958904
1992	Medicine	Male	72.6794520547945
1992	Medicine	Male	74.5123287671233
1992	Peace	Female	33.9180327868852
1992	Literature	Male	62.8797814207650
1992	Economics	Male	62.0219178082192
1993	Physics	Male	43.0328767123288
1993	Physics	Male	52.7013698630137
1993	Chemistry	Male	48.9506849315068
1993	Chemistry	Male	61.6246575342466
1993	Medicine	Male	50.2602739726027
1993	Medicine	Male	49.5123287671233
1993	Peace	Male	75.3972602739726
1993	Peace	Male	57.7315068493151
1993	Literature	Female	62.8082191780822
1993	Economics	Male	66.4438356164383
1993	Economics	Male	73.0958904109589
1994	Physics	Male	76.4054794520548
1994	Physics	Male	79.2136986301370
1994	Chemistry	Male	67.5534246575343
1994	Medicine	Male	53.4438356164384
1994	Medicine	Male	69.0246575342466
1994	Peace	Male	65.2958904109589
1994	Peace	Male	71.3178082191781
1994	Peace	Male	72.7780821917808
1994	Literature	Male	59.8575342465753
1994	Economics	Male	74.5342465753425
1994	Economics	Male	66.4931506849315
1994	Economics	Male	64.1808219178082
1995	Physics	Male	68.4617486338798
1995	Physics	Male	77.7349726775956
1995	Chemistry	Male	62.0191256830601
1995	Chemistry	Male	52.7267759562842
1995	Chemistry	Male	68.4508196721311
1995	Medicine	Male	77.5573770491803
1995	Medicine	Female	53.1393442622951
1995	Medicine	Male	48.5054644808743
1995	Peace	Male	87.0983606557377
1995	Peace	NA	NA
1995	Literature	Male	56.6584699453552
1995	Economics	Male	58.2349726775956
1996	Physics	Male	65.8879781420765
1996	Physics	Male	51.3589041095890
1996	Physics	Male	59.4575342465753
1996	Chemistry	Male	63.2986301369863
1996	Chemistry	Male	57.1753424657534
1996	Chemistry	Male	53.5123287671233
1996	Medicine	Male	56.1534246575342
1996	Medicine	Male	52.9262295081967
1996	Peace	Male	48.8497267759563
1996	Peace	Male	46.9562841530055
1996	Literature	Female	73.4410958904110
1996	Economics	Male	60.4328767123288
1996	Economics	Male	82.4712328767123
1997	Physics	Male	49.7808219178082
1997	Physics	Male	64.6931506849315
1997	Physics	Male	49.0958904109589
1997	Chemistry	Male	79.3616438356164
1997	Chemistry	Male	56.9232876712329
1997	Chemistry	Male	79.1726027397260
1997	Medicine	Male	55.5369863013699
1997	Peace	NA	NA
1997	Peace	Female	47.1698630136986
1997	Literature	Male	71.7150684931507
1997	Economics	Male	53.3616438356164
1997	Economics	Male	56.4438356164384
1998	Physics	Male	48.1068493150685
1998	Physics	Male	49.6794520547945
1998	Physics	Male	59.7808219178082
1998	Chemistry	Male	75.7561643835616
1998	Chemistry	Male	73.1095890410959
1998	Medicine	Male	82.5178082191781
1998	Medicine	Male	57.5287671232877
1998	Medicine	Male	62.2383561643836
1998	Peace	Male	61.8931506849315
1998	Peace	Male	54.1534246575342
1998	Literature	Male	76.0657534246575
1998	Economics	Male	65.1013698630137
1999	Physics	Male	53.4316939890710
1999	Physics	Male	68.4535519125683
1999	Chemistry	Male	53.7863013698630
1999	Medicine	Male	63.5546448087432
1999	Peace	NA	NA
1999	Literature	Male	72.1502732240437
1999	Economics	Male	67.1284153005465
2000	Medicine	Male	77.8743169398907
2000	Medicine	Male	74.9972677595628
2000	Medicine	Male	71.0904109589041
2000	Peace	Male	75.0191780821918
2000	Physics	Male	70.7397260273973
2000	Physics	Male	72.2931506849315
2000	Physics	Male	77.0876712328767
2000	Chemistry	Male	64.8825136612022
2000	Chemistry	Male	73.6575342465753
2000	Chemistry	Male	64.3068493150685
2000	Economics	Male	56.6438356164384
2000	Economics	Male	63.3671232876712
2000	Literature	Male	60.9316939890710
2001	Medicine	Male	62.1123287671233
2001	Medicine	Male	58.8054794520548
2001	Medicine	Male	52.8739726027397
2001	Physics	Male	39.9753424657534
2001	Physics	Male	44.1369863013699
2001	Physics	Male	50.7095890410959
2001	Chemistry	Male	84.5260273972603
2001	Chemistry	Male	63.2684931506849
2001	Chemistry	Male	60.6191780821918
2001	Economics	Male	61.4821917808219
2001	Economics	Male	NA
2001	Economics	Male	58.8328767123288
2001	Literature	Male	69.3150684931507
2001	Peace	NA	NA
2001	Peace	Male	63.6739726027397
2002	Medicine	Male	75.9068493150685
2002	Medicine	Male	55.5917808219178
2002	Medicine	Male	60.7068493150685
2002	Physics	Male	88.1561643835616
2002	Physics	Male	76.2246575342466
2002	Physics	Male	71.1780821917808
2002	Chemistry	Male	85.4876712328767
2002	Chemistry	Male	43.3534246575342
2002	Chemistry	Male	64.1835616438356
2002	Economics	Male	68.7671232876712
2002	Economics	Male	75.9397260273973
2002	Literature	Male	73.0849315068493
2002	Peace	Male	78.1917808219178
2003	Literature	Male	63.8328767123288
2003	Medicine	Male	74.5956284153006
2003	Medicine	Male	70.1693989071038
2003	Physics	Male	75.4590163934426
2003	Physics	Male	87.1830601092896
2003	Physics	Male	65.7076502732240
2003	Chemistry	Male	54.8602739726027
2003	Chemistry	Male	47.8054794520548
2003	Economics	Male	61.0819672131148
