59	2	1	36469	10334	7857	4766	6729	4453	30700	5598	1797	5001	4712	116229	47073	11699	15793	21994	27188	54486	7662	5789	5388	9299
60	2	2	31303	11983	12758	13478	17074	12662	6073	11105	4040	7108	10208	68214	24912	3456	12280	41830	29947	11060	3960	2420	8744	12699
62	1	2	42151	37206	12361	6310	11685	9751	6268	12443	4971	7374	4985	16424	9973	2116	3774	6799	6525	6159	8742	4875	1990	11364
64	1	1	106762	179696	104513	47027	61679	78491	63304	23840	11400	25442	37629	142487	13798	19123	16634	15420	6685	5972	4442	2366	3273	7113
66	2	2	93572	14828	7183	18644	7671	10871	24489	8521	26636	1665	22484	97881	50886	5146	8951	5434	11243	7040	7662	13039	17773	1039
68	1	2	129718	90733	25946	118047	93986	24941	7015	14672	2711	5940	6412	38323	13749	11074	5785	44974	4480	11771	6814	1050	1120	969
69	2	2	106890	6556	5049	19092	22450	39904	10786	3635	3126	1797	11358	25710	37679	65453	57490	21798	20596	23376	15567	2432	1941	7244
70	1	2	73710	43144	13667	26048	5194	11231	11691	6823	5241	5091	2389	98648	65817	57818	34666	19706	19525	12422	3517	3086	59676	8599
71	1	2	20368	16214	40213	12182	52504	10513	3336	3781	3252	2053	7096	50030	5253	5787	5446	3686	3725	6753	8548	10156	5433	3386
72	1	2	112434	61259	19950	26919	29844	11277	9102	19427	21356	40705	3829	68749	22379	19004	7068	6283	16676	11902	10683	3791	1934	3591
74	2	2	92933	8846	4657	4945	6017	3770	20163	4006	1936	3119	3183	59001	24085	32671	5026	4342	3733	13257	4865	3551	61950	14645
77	2	2	50988	87387	15432	58604	29748	4368	18178	46806	18190	4611	6710	36638	26057	74243	44772	15702	5348	8496	29382	18964	20645	1620
78	2	1	94260	23907	9764	5233	8923	1795	6979	7013	7947	2314	4639	12862	21757	5568	10318	9833	4106	4470	4195	3288	3385	3415
81	1	1	45066	6096	26518	67418	12788	24954	11597	4973	4968	11971	9704	68947	8510	13270	26170	7472	13321	8167	14753	10681	7627	5289
83	1	1	82748	25801	8671	29098	5055	10127	5702	4793	5219	4951	8429	147612	96200	51741	10513	12470	10408	2379	1495	2037	6207	11152
84	2	1	65362	13574	7377	43477	12636	4507	7018	11394	7064	8410	7384	30986	30799	19314	14641	10038	4326	6815	2090	6108	9186	3905
87	2	2	36341	51472	22248	9973	4558	2119	4351	22643	1084	6297	9599	22783	6024	3647	22645	3541	3324	5762	1416	13362	1826	5180
91	1	2	39995	8408	16883	6593	5247	5438	5109	23187	5773	20225	5358	86954	139436	51580	61446	19100	15069	3210	2955	3669	11749	3961
93	1	2	51829	97202	36513	10282	4968	7969	38824	14061	2119	2624	12281	33532	20270	9505	12735	31731	36877	63865	12732	8886	11033	17397
94	2	1	29618	19624	52603	104705	6101	5859	645	6005	2884	4148	47083	81961	19201	40892	25653	11835	7657	5692	11527	7138	4520	1217
95	2	1	75160	9340	14952	60901	42429	16514	20166	42679	9139	3669	20694	78073	85654	6243	40042	32582	17269	27056	24395	17328	11398	2774
96	2	2	48210	48127	19219	32745	8764	3762	6232	18148	6575	1334	1895	23652	3565	20245	1329	1077	2663	4806	6645	3464	2251	11621
97	2	2	29483	6844	22522	18957	8826	3160	3736	3304	2290	1925	1521	110274	81781	7294	10461	3120	6930	28105	3079	2893	1250	2106
99	2	1	93397	66856	17386	6777	4676	2601	4943	8166	11036	9534	8448	20233	8068	24078	26096	2345	8882	12621	11671	2475	1688	2755
100	1	1	94202	90775	56126	59179	56049	84420	63046	6083	11468	15182	10549	111229	68356	72350	78400	31781	27570	31795	32290	17056	31030	5315
102	2	1	19357	23046	9682	4605	4373	6271	8614	2413	5082	6895	2145	80784	11879	3327	4770	9297	12382	2100	4795	2130	1765	4811
103	1	2	71079	18381	55379	5894	3339	4095	8809	1747	1408	9579	1652	67054	3818	5912	2688	3280	58238	30596	11107	17621	25021	1990
105	2	1	14211	31037	4316	12822	14330	8395	7970	6075	14082	3185	4091	91732	53081	8603	15115	36238	22773	31382	2722	14393	9130	1564
107	1	2	49263	27878	14658	44264	11299	13534	5561	8296	10668	6831	2390	71783	40152	31581	42207	31407	42347	14563	20330	5251	16263	5671
108	2	2	17824	11991	19671	22542	17784	29527	11955	4673	6667	2901	5189	15788	19344	10837	14329	23844	11332	19925	5886	3509	3098	6657
110	1	2	126460	108501	79338	20882	9722	46849	31219	10110	18953	28670	14550	103844	71879	54158	20194	32974	15601	50702	18002	12803	28996	21790
111	2	2	9848	10176	11863	3945	7070	44076	3191	4541	4327	2465	2074	3819	27029	49136	12351	7195	4850	12410	3197	1343	3917	2154
116	2	2	23969	46795	12391	21951	8240	4628	22393	9376	36494	11928	8439	37306	39243	14286	45031	18719	6922	14362	12948	17594	16424	15559
119	2	2	96383	55633	9923	4330	5887	6139	5167	3450	47131	3064	4013	17894	38569	34404	14965	7547	2960	3211	5641	2894	30657	1911
120	2	2	93026	9009	24815	6370	5615	26610	6693	11090	10895	8587	3683	29251	15275	14292	35987	5894	9266	17496	28313	16710	9842	5509
121	1	1	101508	45846	58162	12767	10834	3312	18555	8132	29275	26051	7451	99477	105789	26302	12199	31469	9565	19333	17624	11205	9058	28332
123	1	1	27987	63583	91760	49186	19810	5715	6066	10346	6821	4216	10136	109834	13084	10541	8274	19170	57759	4936	13555	10886	8958	14647
124	1	2	28523	4533	5611	402	3836	3881	8443	26474	7521	6338	4390	45145	6335	3662	3505	2297	2475	22527	4849	2504	5224	10537
125	2	2	102528	34808	13719	21573	11872	4632	23735	13768	10524	2035	12311	93636	35669	14499	19793	13066	25546	13268	33747	2374	5283	4086
127	1	1	11326	72375	77095	17285	21275	77061	33957	44504	11234	8107	3726	108153	39259	56245	44285	35301	56191	14872	13038	9599	4933	19439
129	1	1	70360	126997	152942	163139	108009	23708	17837	52368	18577	10805	23114	18095	15737	9907	64817	4733	275	2850	10138	53092	6239	1652
131	1	2	59762	50644	28895	30442	31095	12279	10596	7174	3716	2130	2724	9234	14730	12075	10976	9912	14149	4455	7708	1649	1456	1802
132	1	1	159105	111834	55518	65188	100861	24671	13436	11377	21454	3921	8128	58485	8768	28961	12389	11119	10116	8260	6360	14877	25470	42206
133	2	1	115359	24272	22436	37905	6589	8948	11736	18766	12309	2310	2814	36286	123212	5995	10198	1536	3503	5145	3190	1784	1179	1879
135	1	2	6645	18118	20149	5788	4181	6248	7807	35699	14144	10844	19515	27321	12250	9770	22894	34499	13680	1733	14105	47468	6914	28955
136	2	2	82433	52322	16938	8513	30175	5683	22609	4125	4659	1091	1457	40236	58784	15894	19648	21219	21654	31542	6370	17278	2630	16211
137	2	1	109812	60712	91514	58037	20986	12952	42347	11950	4147	2421	2181	77998	69375	11898	3834	34319	32038	28732	6931	5880	18685	13618
140	2	1	48333	10375	775	70721	732	5467	4862	30017	3637	40047	1331	9458	9003	10179	3926	25960	6241	18881	28788	44278	3754	8600
141	2	1	56637	36835	12083	15808	17083	8905	5927	3514	4074	10076	23255	97241	34291	65714	36372	17977	18703	5344	4274	11298	13743	6143
142	2	1	183850	104011	97598	33667	31802	38897	84045	37347	12045	93269	2501	6268	9223	11083	13892	8971	8095	3892	1775	3452	1174	5090
143	1	1	72558	149199	43534	94532	41543	18415	26577	84648	12466	14640	9900	2106	5186	13895	5146	4070	4157	1547	2388	10825	4086	1560
144	1	1	94577	69517	16850	5399	5193	6542	4923	18872	2998	30739	5212	105801	30813	19123	1508	25174	6603	4469	6612	11891	7023	6872
146	1	1	121152	768	15065	4423	59943	26773	4994	2324	2091	1889	4063	57946	1334	63751	7352	20501	21972	14785	15653	2374	12562	5608
148	1	1	182413	56185	126097	64841	40546	25053	11439	22855	12189	11161	7109	243122	119161	74042	29341	55558	29511	30333	20303	12503	31442	13611
150	1	2	118513	27074	39190	12222	16520	13181	17008	3137	13311	3740	22289	66960	51336	31375	16715	15606	7888	10013	8904	8750	13934	2493
153	1	2	48649	22721	39029	27931	7486	4662	5335	4136	3798	7534	2491	21637	14469	10593	3198	1430	3273	5794	904	2190	965	1013
154	2	2	69996	27325	5701	9742	3878	24224	6124	7902	7886	16906	12077	67344	38048	13219	16289	17937	3581	1316	1000	12205	1447	3551
155	1	1	118116	138433	131652	57264	9515	58685	6079	14176	23768	12713	1793	71782	42516	15173	9748	68192	47452	9017	15026	5346	4589	4191
156	1	2	30444	29935	8628	3857	3555	3122	3959	2593	9697	5526	1430	25453	4054	2553	15950	11433	50280	3516	9738	2106	1359	741
157	1	1	184169	99122	102965	16103	18188	67002	44793	20707	14502	12644	13285	112343	103646	92248	34872	63656	21130	10444	98274	16533	59986	5061
158	1	2	41728	3540	3733	1831	4606	3982	8717	7396	3755	1017	948	43057	6976	7857	5331	4345	1446	6546	9780	5949	7471	5126
159	1	1	106475	107869	25655	58317	15465	32996	11641	8441	3750	1194	2979	92558	33632	21214	18092	21306	12837	6733	6814	4923	4719	2094
160	1	2	45224	33795	36041	5046	8051	4807	16414	15130	3976	1204	1250	61911	59609	19049	10021	6925	15399	27649	7234	2444	9622	11238
162	1	2	70669	15772	11463	4425	3684	1534	1433	10320	3015	14744	2922	80563	33348	59978	43376	34884	10917	7047	9220	3595	15141	11719
163	2	2	86205	40462	10993	9739	24464	7413	10184	22588	980	2026	4567	39318	15338	26290	4836	7735	9458	12090	6147	31269	8071	2220
168	1	2	30436	18383	21025	20932	30847	67715	31342	18161	55740	10290	4307	39023	25493	42998	58417	13460	32090	6294	2233	5218	10690	24968
169	1	2	117687	9436	7095	6513	33382	8204	5672	3150	3599	7688	8084	76682	20412	9233	17678	7788	22255	3675	13817	12002	4213	2930
